name,categoryName,website,phone,address,Suburb,state,countryCode,postalCode,location/lat,location/lng,rank,totalScore,Total number of review,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,cid,isAdvertisement,locatedIn,menu,neighborhood,permanentlyClosed,placeId,plusCode,price,scrapedAt,searchPageUrl,searchString,street,subTitle,temporarilyClosed,url
Tyrian Serviced Apartments Melbourne,Serviced accommodation,http://tyrian.com.au/,+61 3 9135 1600,"14 Queens Rd, Melbourne VIC 3004, Australia",Melbourne,Victoria,AU,3004,-37.8389465,144.974822,41,4.6,158,79,60,12,2,5,0,Serviced accommodation,,,,,,,,,1.44E+19,FALSE,Floor 0 · Arthur Apartments,,14 Queens Rd,FALSE,ChIJR7dcihxo1moR0kKYtZBQP8g,"5X6F+CW Melbourne, Victoria, Australia",,8/10/2022 2:57,"https://www.google.com/maps/search/hotels+near+South+Yarra+VIC/@-37.8103515,144.908693,12z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,14 Queens Rd,,FALSE,"https://www.google.com/maps/place/Tyrian+Serviced+Apartments+Melbourne/@-37.8389465,144.974822,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad6681c8a5cb747:0xc83f5090b59842d2!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8389465!4d144.974822?hl=en"
Turnkey Accommodation,Serviced accommodation,http://www.turnkeyaccommodation.com.au/,+61 3 8615 7400,"33 Blackwood St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8006602,144.9555829,102,4.8,230,115,101,12,1,0,1,Serviced accommodation,,,,,,,,,1.43E+19,FALSE,Floor 0 · Body & Health Creation,,33 Blackwood St,FALSE,ChIJ9YHW-zFd1moR3LKWJuARR8Y,"5XX4+P6 North Melbourne, Victoria, Australia",,8/10/2022 2:00,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,33 Blackwood St,,FALSE,"https://www.google.com/maps/place/Turnkey+Accommodation/@-37.8006602,144.9555829,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d31fbd681f5:0xc64711e02696b2dc!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8006602!4d144.9555829?hl=en"
City Edge North Melbourne Apartment Hotel,Serviced accommodation,https://www.cityedge.com.au/locations/north-melbourne/?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business%20Page&utm_content=North%20Melbourne,+61 3 9972 3034,"188 Peel St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8032321,144.9567684,82,3.7,274,137,50,42,19,16,10,Serviced accommodation,Apartment building,Hotel,,,,,,,1.58E+19,FALSE,,,188 Peel St,FALSE,ChIJwU6aNjJd1moRXLAY1dq7Fts,"5XW4+PP North Melbourne, Victoria, Australia",,8/10/2022 2:02,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,188 Peel St,,FALSE,"https://www.google.com/maps/place/City+Edge+North+Melbourne+Apartment+Hotel/@-37.8032321,144.9567684,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d32369a4ec1:0xdb16bbdad518b05c!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8032321!4d144.9567684?hl=en"
RNR Serviced Apartments,Serviced accommodation,http://www.rnrmelbourne.com.au/,+61 3 8354 9029,"139 Chetwynd St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8023931,144.952279,105,4.1,284,142,75,35,13,14,5,Serviced accommodation,Hotel,Motel,Self-catering accommodation,,,,,,1.40E+19,FALSE,,,139 Chetwynd St,FALSE,ChIJkUNv_DBd1moRd8F373U-xMI,"5XX2+2W North Melbourne, Victoria, Australia",,8/10/2022 2:36,"https://www.google.com/maps/search/hotels+near+Docklands+VIC/@-37.8144422,144.881204,13z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,139 Chetwynd St,,FALSE,"https://www.google.com/maps/place/RNR+Serviced+Apartments/@-37.8023931,144.952279,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d30fc6f4391:0xc2c43e75ef77c177!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8023931!4d144.952279?hl=en"
Queen Victoria Hostel,Hostel,https://www.facebook.com/queenvichostel,+61 472 506 174,"312-316 Victoria St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8056358,144.9557135,101,4.6,108,54,44,5,4,1,0,Hostel,Pub,,,,,,,,1.46E+18,FALSE,,,312-316 Victoria St,FALSE,ChIJv-uP7E9d1moR8DcpRihnSRQ,"5XV4+P7 North Melbourne, Victoria, Australia",,8/10/2022 2:37,"https://www.google.com/maps/search/hotels+near+Docklands+VIC/@-37.8144422,144.881204,13z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,312-316 Victoria St,,FALSE,"https://www.google.com/maps/place/Queen+Victoria+Hostel/@-37.8056358,144.9557135,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d4fec8febbf:0x14496728462937f0!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8056358!4d144.9557135?hl=en"
CarricHouse,Student housing center,https://carrichouse.com/,+61 497 996 666,"38 Howard St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8043725,144.954166,90,4.2,124,62,41,7,5,7,2,Student housing center,Hostel,Youth hostel,,,,,,,7.97E+17,FALSE,,,38 Howard St,FALSE,ChIJNVeWSJ5C1moR5wpCPxByEAs,"5XW3+7M North Melbourne, Victoria, Australia",,8/10/2022 2:38,"https://www.google.com/maps/search/hotels+near+Docklands+VIC/@-37.8144422,144.881204,13z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,38 Howard St,,FALSE,"https://www.google.com/maps/place/CarricHouse/@-37.8043725,144.954166,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad6429e48965735:0xb1072103f420ae7!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8043725!4d144.954166?hl=en"
Arden Motel,Motel,http://www.ardenmotel.com.au/,+61 3 9329 7211,"15 Arden St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8015327,144.9519806,58,3.8,494,247,97,82,30,28,10,Motel,,,,,,,,,1.53E+19,FALSE,,,15 Arden St,FALSE,ChIJDXozRTBd1moRc-4pPs4PRdQ,"5XX2+9Q North Melbourne, Victoria, Australia",,8/10/2022 2:41,"https://www.google.com/maps/search/hotels+near+Carlton+VIC/@-37.8032476,144.9500519,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,15 Arden St,,FALSE,"https://www.google.com/maps/place/Arden+Motel/@-37.8015327,144.9519806,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d3045337a0d:0xd4450fce3e29ee73!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8013576!4d144.9520196?hl=en"
Apartments on Chapman,Serviced accommodation,http://apartmentsonchapman.com.au/,+61 3 9329 6767,"76 Chapman St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.7954378,144.9477635,59,3.7,134,67,29,16,9,7,6,Serviced accommodation,Holiday accommodation service,Self-catering accommodation,,,,,,,3.47E+18,FALSE,,,76 Chapman St,FALSE,ChIJpV9DqSVd1moRh8RcUc7jFzA,"6W3X+R4 North Melbourne, Victoria, Australia",,8/10/2022 2:43,"https://www.google.com/maps/search/hotels+near+Docklands+VIC/@-37.8144422,144.881204,13z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,76 Chapman St,,FALSE,"https://www.google.com/maps/place/Apartments+on+Chapman/@-37.7954378,144.9477635,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d25a9435fa5:0x3017e3ce515cc487!5m2!4m1!1i2!8m2!3d-37.7954378!4d144.9477635?hl=en"
Mercure North Melbourne,Hotel,https://all.accor.com/hotel/9270/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNjI0OTItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9329 1788,"Cnr Flemington Road &, Harker St, North Melbourne VIC 3051, Australia",North Melbourne,VIC,AU,3051,-37.7967913,144.9503169,54,3.7,808,404,132,126,40,75,31,Hotel,,,,,,,,,1.68E+19,FALSE,,,"Cnr Flemington Road &, Harker St",FALSE,ChIJh3tmdi9d1moRmsrbCDaH6ug,"6X32+74 North Melbourne, Victoria, Australia",,8/10/2022 2:44,"https://www.google.com/maps/search/hotels+near+Docklands+VIC/@-37.8144422,144.881204,13z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,"Cnr Flemington Road &, Harker St",,FALSE,"https://www.google.com/maps/place/Mercure+North+Melbourne/@-37.7967913,144.9503169,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d2f76667b87:0xe8ea873608dbca9a!5m2!4m1!1i2!8m2!3d-37.7967913!4d144.9503169?hl=en"
Plum Serviced Apartments,Serviced accommodation,http://www.plumapartments.com.au/,+61 3 8352 9500,"162-168 Arden St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8003893,144.9461128,41,3.3,90,45,13,8,9,11,4,Serviced accommodation,Apartment rental agency,Holiday apartment rental,Hotel,,,,,,1.09E+19,FALSE,,,162-168 Arden St,FALSE,ChIJ99ICoztd1moRpM7Bq5C2v5Y,"5WXW+RC North Melbourne, Victoria, Australia",,8/10/2022 2:45,"https://www.google.com/maps/search/hotels+near+Docklands+VIC/@-37.8144422,144.881204,13z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,162-168 Arden St,,FALSE,"https://www.google.com/maps/place/Plum+Serviced+Apartments/@-37.8003893,144.9461128,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d3ba302d2f7:0x96bfb690abc1cea4!5m2!4m1!1i2!8m2!3d-37.80037!4d144.9461011?hl=en"
Turnkey Accommodation,Serviced accommodation,http://www.turnkeyaccommodation.com.au/,+61 3 8615 7400,"33 Blackwood St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8006602,144.9555829,32,4.8,230,115,101,12,1,0,1,Serviced accommodation,,,,,,,,,1.43E+19,FALSE,Floor 0 · Body & Health Creation,,33 Blackwood St,FALSE,ChIJ9YHW-zFd1moR3LKWJuARR8Y,"5XX4+P6 North Melbourne, Victoria, Australia",,8/10/2022 2:46,"https://www.google.com/maps/search/hotels+near+Carlton+VIC/@-37.8032476,144.9500519,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,33 Blackwood St,,FALSE,"https://www.google.com/maps/place/Turnkey+Accommodation/@-37.8006602,144.9555829,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d31fbd681f5:0xc64711e02696b2dc!5m2!4m1!1i2!8m2!3d-37.8006602!4d144.9555829?hl=en"
City Edge North Melbourne Apartment Hotel,Serviced accommodation,https://www.cityedge.com.au/locations/north-melbourne/?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business%20Page&utm_content=North%20Melbourne,+61 3 9972 3034,"188 Peel St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8032321,144.9567684,27,3.7,274,137,50,42,19,16,10,Serviced accommodation,Apartment building,Hotel,,,,,,,1.58E+19,FALSE,,,188 Peel St,FALSE,ChIJwU6aNjJd1moRXLAY1dq7Fts,"5XW4+PP North Melbourne, Victoria, Australia",,8/10/2022 2:47,"https://www.google.com/maps/search/hotels+near+Carlton+VIC/@-37.8032476,144.9500519,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,188 Peel St,,FALSE,"https://www.google.com/maps/place/City+Edge+North+Melbourne+Apartment+Hotel/@-37.8032321,144.9567684,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d32369a4ec1:0xdb16bbdad518b05c!5m2!4m1!1i2!8m2!3d-37.8032321!4d144.9567684?hl=en"
Melbourne Metro YHA,Hostel,https://www.yha.com.au/hostels/vic/melbourne-hostels/melbourne-metro-hostel/?utm_source=google-business&utm_medium=righthandside&utm_campaign=listing,+61 3 9329 8599,"78 Howard St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.803079,144.9544576,20,4,1172,586,236,194,39,90,27,Hostel,Group accommodation,Hotel,Youth hostel,,,,,,5.31E+17,FALSE,,,78 Howard St,FALSE,ChIJf6YxczFd1moR_RcU78tBXwc,"5XW3+QQ North Melbourne, Victoria, Australia",,8/10/2022 3:06,"https://www.google.com/maps/search/hotels+near+North+Melbourne+VIC/@-37.8106525,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,78 Howard St,,FALSE,"https://www.google.com/maps/place/Melbourne+Metro+YHA/@-37.803079,144.9544576,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d317331a67f:0x75f41cbef1417fd!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.803079!4d144.9544576?hl=en"
Queen Victoria Hostel,Hostel,https://www.facebook.com/queenvichostel,+61 472 506 174,"312-316 Victoria St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8056358,144.9557135,51,4.6,108,54,44,5,4,1,0,Hostel,Pub,,,,,,,,1.46E+18,FALSE,,,312-316 Victoria St,FALSE,ChIJv-uP7E9d1moR8DcpRihnSRQ,"5XV4+P7 North Melbourne, Victoria, Australia",,8/10/2022 2:49,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,312-316 Victoria St,,FALSE,"https://www.google.com/maps/place/Queen+Victoria+Hostel/@-37.8056358,144.9557135,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d4fec8febbf:0x14496728462937f0!5m2!4m1!1i2!8m2!3d-37.8056358!4d144.9557135?hl=en"
Melbourne Metro YHA,Hostel,https://www.yha.com.au/hostels/vic/melbourne-hostels/melbourne-metro-hostel/?utm_source=google-business&utm_medium=righthandside&utm_campaign=listing,+61 3 9329 8599,"78 Howard St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.803079,144.9544576,48,4,1172,586,236,194,39,90,27,Hostel,Group accommodation,Hotel,Youth hostel,,,,,,5.31E+17,FALSE,,,78 Howard St,FALSE,ChIJf6YxczFd1moR_RcU78tBXwc,"5XW3+QQ North Melbourne, Victoria, Australia",,8/10/2022 2:49,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,78 Howard St,,FALSE,"https://www.google.com/maps/place/Melbourne+Metro+YHA/@-37.803079,144.9544576,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d317331a67f:0x75f41cbef1417fd!5m2!4m1!1i2!8m2!3d-37.803079!4d144.9544576?hl=en"
CarricHouse,Student housing center,https://carrichouse.com/,+61 497 996 666,"38 Howard St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8043725,144.954166,37,4.2,124,62,41,7,5,7,2,Student housing center,Hostel,Youth hostel,,,,,,,7.97E+17,FALSE,,,38 Howard St,FALSE,ChIJNVeWSJ5C1moR5wpCPxByEAs,"5XW3+7M North Melbourne, Victoria, Australia",,8/10/2022 2:50,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,38 Howard St,,FALSE,"https://www.google.com/maps/place/CarricHouse/@-37.8043725,144.954166,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad6429e48965735:0xb1072103f420ae7!5m2!4m1!1i2!8m2!3d-37.8043725!4d144.954166?hl=en"
Apartments on Chapman,Serviced accommodation,http://apartmentsonchapman.com.au/,+61 3 9329 6767,"76 Chapman St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.7954378,144.9477635,31,3.7,134,67,29,16,9,7,6,Serviced accommodation,Holiday accommodation service,Self-catering accommodation,,,,,,,3.47E+18,FALSE,,,76 Chapman St,FALSE,ChIJpV9DqSVd1moRh8RcUc7jFzA,"6W3X+R4 North Melbourne, Victoria, Australia",,8/10/2022 2:51,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,76 Chapman St,,FALSE,"https://www.google.com/maps/place/Apartments+on+Chapman/@-37.7954378,144.9477635,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d25a9435fa5:0x3017e3ce515cc487!5m2!4m1!1i2!8m2!3d-37.7954378!4d144.9477635?hl=en"
Plum Serviced Apartments,Serviced accommodation,http://www.plumapartments.com.au/,+61 3 8352 9500,"162-168 Arden St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8003893,144.9461128,28,3.3,90,45,13,8,9,11,4,Serviced accommodation,Apartment rental agency,Holiday apartment rental,Hotel,,,,,,1.09E+19,FALSE,,,162-168 Arden St,FALSE,ChIJ99ICoztd1moRpM7Bq5C2v5Y,"5WXW+RC North Melbourne, Victoria, Australia",,8/10/2022 2:51,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,162-168 Arden St,,FALSE,"https://www.google.com/maps/place/Plum+Serviced+Apartments/@-37.8003893,144.9461128,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d3ba302d2f7:0x96bfb690abc1cea4!5m2!4m1!1i2!8m2!3d-37.80037!4d144.9461011?hl=en"
Arden Motel,Motel,http://www.ardenmotel.com.au/,+61 3 9329 7211,"15 Arden St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8015327,144.9519806,11,3.8,494,247,97,82,30,28,10,Motel,,,,,,,,,1.53E+19,FALSE,,,15 Arden St,FALSE,ChIJDXozRTBd1moRc-4pPs4PRdQ,"5XX2+9Q North Melbourne, Victoria, Australia",,8/10/2022 2:52,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,15 Arden St,,FALSE,"https://www.google.com/maps/place/Arden+Motel/@-37.8015327,144.9519806,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d3045337a0d:0xd4450fce3e29ee73!5m2!4m1!1i2!8m2!3d-37.8013576!4d144.9520196?hl=en"
City Edge North Melbourne Apartment Hotel,Serviced accommodation,https://www.cityedge.com.au/locations/north-melbourne/?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business%20Page&utm_content=North%20Melbourne,+61 3 9972 3034,"188 Peel St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8032321,144.9567684,12,3.7,274,137,50,42,19,16,10,Serviced accommodation,Apartment building,Hotel,,,,,,,1.58E+19,FALSE,,,188 Peel St,FALSE,ChIJwU6aNjJd1moRXLAY1dq7Fts,"5XW4+PP North Melbourne, Victoria, Australia",,8/10/2022 2:52,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,188 Peel St,,FALSE,"https://www.google.com/maps/place/City+Edge+North+Melbourne+Apartment+Hotel/@-37.8032321,144.9567684,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d32369a4ec1:0xdb16bbdad518b05c!5m2!4m1!1i2!8m2!3d-37.8032321!4d144.9567684?hl=en"
Turnkey Accommodation,Serviced accommodation,http://www.turnkeyaccommodation.com.au/,+61 3 8615 7400,"33 Blackwood St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8006602,144.9555829,10,4.8,230,115,101,12,1,0,1,Serviced accommodation,,,,,,,,,1.43E+19,FALSE,Floor 0 · Body & Health Creation,,33 Blackwood St,FALSE,ChIJ9YHW-zFd1moR3LKWJuARR8Y,"5XX4+P6 North Melbourne, Victoria, Australia",,8/10/2022 2:52,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,33 Blackwood St,,FALSE,"https://www.google.com/maps/place/Turnkey+Accommodation/@-37.8006602,144.9555829,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d31fbd681f5:0xc64711e02696b2dc!5m2!4m1!1i2!8m2!3d-37.8006602!4d144.9555829?hl=en"
Mercure North Melbourne,Hotel,https://all.accor.com/hotel/9270/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNjI0OTItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9329 1788,"Cnr Flemington Road &, Harker St, North Melbourne VIC 3051, Australia",North Melbourne,VIC,AU,3051,-37.7967913,144.9503169,2,3.7,808,404,132,126,40,75,31,Hotel,,,,,,,,,1.68E+19,FALSE,,,"Cnr Flemington Road &, Harker St",FALSE,ChIJh3tmdi9d1moRmsrbCDaH6ug,"6X32+74 North Melbourne, Victoria, Australia",,8/10/2022 2:52,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,"Cnr Flemington Road &, Harker St",,FALSE,"https://www.google.com/maps/place/Mercure+North+Melbourne/@-37.7967913,144.9503169,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d2f76667b87:0xe8ea873608dbca9a!5m2!4m1!1i2!8m2!3d-37.7967913!4d144.9503169?hl=en"
The Larwill Studio Melbourne - Art Series,Hotel,https://all.accor.com/hotel/B3V4/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNjExNjMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9032 9111,"48 Flemington Rd, Parkville VIC 3052, Australia",Parkville,Victoria,AU,3052,-37.7949609,144.9497837,115,4.5,756,378,244,103,7,17,7,Hotel,,,,,,,,,8.71E+18,FALSE,Floor 0 · The Royal Children's Hospital Melbourne,,48 Flemington Rd,FALSE,ChIJbc1U2yVd1moRDmmhT-cr1ng,"6W4X+2W Parkville, Victoria, Australia",,8/10/2022 1:58,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,48 Flemington Rd,,FALSE,"https://www.google.com/maps/place/The+Larwill+Studio+Melbourne+-+Art+Series/@-37.7949609,144.9497837,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d25db54cd6d:0x78d62be74fa1690e!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.7949609!4d144.9497837?hl=en"
Naughtons Hotel,Pub,http://naughtonshotel.com.au/,+61 3 9347 2255,"43 Royal Parade, Parkville VIC 3052, Australia",Parkville,Victoria,AU,3052,-37.7955778,144.9576444,106,4.4,1122,561,320,191,9,36,5,Pub,Bar,Hotel,,,,,,,2.95E+18,FALSE,,,43 Royal Parade,FALSE,ChIJKcJ5mCtd1moREh7qP6BA6Cg,"6X35+Q3 Parkville, Victoria, Australia",,8/10/2022 1:59,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,43 Royal Parade,,FALSE,"https://www.google.com/maps/place/Naughtons+Hotel/@-37.7955778,144.9576444,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d2b9879c229:0x28e840a03fea1e12!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.7956096!4d144.9576195?hl=en"
Quality Hotel Carlton,Hotel,https://www.choicehotels.com/victoria/melbourne/quality-inn-hotels/au936?mc=llgoxxap,+61 3 9380 9222,"441 Royal Parade, Parkville VIC 3052, Australia",Parkville,Victoria,AU,3052,-37.7830056,144.9590285,24,3.7,758,379,116,113,31,90,29,Hotel,,,,,,,,,8.51E+17,FALSE,,,441 Royal Parade,FALSE,ChIJJ2TSbs1c1moRVbImzgThzgs,"6X85+QJ Parkville, Victoria, Australia",,8/10/2022 2:47,"https://www.google.com/maps/search/hotels+near+Carlton+VIC/@-37.8032476,144.9500519,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,441 Royal Parade,,FALSE,"https://www.google.com/maps/place/Quality+Hotel+Carlton/@-37.7830056,144.9590285,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65ccd6ed26427:0xbcee104ce26b255!5m2!4m1!1i2!8m2!3d-37.7830104!4d144.9591088?hl=en"
The Larwill Studio Melbourne - Art Series,Hotel,https://all.accor.com/hotel/B3V4/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNjExNjMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9032 9111,"48 Flemington Rd, Parkville VIC 3052, Australia",Parkville,Victoria,AU,3052,-37.7949609,144.9497837,33,4.5,756,378,244,103,7,17,7,Hotel,,,,,,,,,8.71E+18,FALSE,Floor 0 · The Royal Children's Hospital Melbourne,,48 Flemington Rd,FALSE,ChIJbc1U2yVd1moRDmmhT-cr1ng,"6W4X+2W Parkville, Victoria, Australia",,8/10/2022 2:49,"https://www.google.com/maps/search/hotels+near+Docklands+VIC/@-37.8144422,144.881204,13z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,48 Flemington Rd,,FALSE,"https://www.google.com/maps/place/The+Larwill+Studio+Melbourne+-+Art+Series/@-37.7949609,144.9497837,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d25db54cd6d:0x78d62be74fa1690e!5m2!4m1!1i2!8m2!3d-37.7949609!4d144.9497837?hl=en"
Naughtons Hotel,Pub,http://naughtonshotel.com.au/,+61 3 9347 2255,"43 Royal Parade, Parkville VIC 3052, Australia",Parkville,Victoria,AU,3052,-37.7955778,144.9576444,16,4.4,1122,561,320,191,9,36,5,Pub,Bar,Hotel,,,,,,,2.95E+18,FALSE,,,43 Royal Parade,FALSE,ChIJKcJ5mCtd1moREh7qP6BA6Cg,"6X35+Q3 Parkville, Victoria, Australia",,8/10/2022 2:51,"https://www.google.com/maps/search/hotels+near+Carlton+VIC/@-37.8032476,144.9500519,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,43 Royal Parade,,FALSE,"https://www.google.com/maps/place/Naughtons+Hotel/@-37.7955778,144.9576444,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d2b9879c229:0x28e840a03fea1e12!5m2!4m1!1i2!8m2!3d-37.7956096!4d144.9576195?hl=en"
